"","ATM.dist.mean_Nucleus","TVC.dist.min_Nucleus","TVC.dist.max_Nucleus","TVC.dist.mean_Nucleus","TVC.dist.sd_Nucleus","TVC.ATM.dist.min_Nucleus","TVC.ATM.dist.max_Nucleus","TVC.ATM.dist.mean_Nucleus","TVC.ATM.dist.sd_Nucleus","TVC.cosine.min_Nucleus","TVC.cosine.max_Nucleus","TVC.cosine.sd_Nucleus","ATM.Nucleus.Dist.to.Cell.Membrane.min","ATM.Nucleus.Dist.to.Cell.Membrane.max","ATM.Nucleus.Dist.to.Cell.Membrane.mean","ATM.Nucleus.Dist.to.Cell.Membrane.SD","TVC.Nucleus.Dist.to.Cell.Membrane.min","TVC.Nucleus.Dist.to.Cell.Membrane.max","TVC.Nucleus.Dist.to.Cell.Membrane.mean","TVC.Nucleus.Dist.to.Cell.Membrane.SD","ATM.dist.mean_Cell","TVC.dist.min_Cell","TVC.dist.max_Cell","TVC.dist.mean_Cell","TVC.dist.sd_Cell","TVC.ATM.dist.min_Cell","TVC.ATM.dist.max_Cell","TVC.ATM.dist.mean_Cell","TVC.ATM.dist.sd_Cell","TVC.cosine.min_Cell","TVC.cosine.max_Cell","TVC.cosine.sd_Cell","ATM.Cell.Ellipticity..oblate..min","ATM.Cell.Ellipticity..oblate..max","ATM.Cell.Ellipticity..oblate..mean","ATM.Cell.Ellipticity..oblate..SD","ATM.Cell.Ellipticity..prolate..min","ATM.Cell.Ellipticity..prolate..max","ATM.Cell.Ellipticity..prolate..mean","ATM.Cell.Ellipticity..prolate..SD","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","ATM.Cell.Sphericity.min","ATM.Cell.Sphericity.max","ATM.Cell.Sphericity.mean","ATM.Cell.Sphericity.SD","ATM.Cell.Volume.frac.min","ATM.Cell.Volume.frac.max","ATM.Cell.Volume.frac.mean","ATM.Cell.Volume.frac.SD","ATM.Nucleus.Ellipticity..oblate..min","ATM.Nucleus.Ellipticity..oblate..max","ATM.Nucleus.Ellipticity..oblate..mean","ATM.Nucleus.Ellipticity..oblate..SD","ATM.Nucleus.Ellipticity..prolate..min","ATM.Nucleus.Ellipticity..prolate..max","ATM.Nucleus.Ellipticity..prolate..mean","ATM.Nucleus.Ellipticity..prolate..SD","ATM.Nucleus.Sphericity.min","ATM.Nucleus.Sphericity.max","ATM.Nucleus.Sphericity.mean","ATM.Nucleus.Sphericity.SD","ATM.Nucleus.Volume.frac.min","ATM.Nucleus.Volume.frac.max","ATM.Nucleus.Volume.frac.mean","ATM.Nucleus.Volume.frac.SD","TVC.Cell.Ellipticity..oblate..min","TVC.Cell.Ellipticity..oblate..max","TVC.Cell.Ellipticity..oblate..mean","TVC.Cell.Ellipticity..oblate..SD","TVC.Cell.Ellipticity..prolate..min","TVC.Cell.Ellipticity..prolate..max","TVC.Cell.Ellipticity..prolate..mean","TVC.Cell.Ellipticity..prolate..SD","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","TVC.Cell.Sphericity.min","TVC.Cell.Sphericity.max","TVC.Cell.Sphericity.mean","TVC.Cell.Sphericity.SD","TVC.Cell.Volume.frac.min","TVC.Cell.Volume.frac.max","TVC.Cell.Volume.frac.mean","TVC.Cell.Volume.frac.SD","TVC.Nucleus.Ellipticity..oblate..min","TVC.Nucleus.Ellipticity..oblate..max","TVC.Nucleus.Ellipticity..oblate..mean","TVC.Nucleus.Ellipticity..oblate..SD","TVC.Nucleus.Ellipticity..prolate..min","TVC.Nucleus.Ellipticity..prolate..max","TVC.Nucleus.Ellipticity..prolate..mean","TVC.Nucleus.Ellipticity..prolate..SD","TVC.Nucleus.Sphericity.min","TVC.Nucleus.Sphericity.max","TVC.Nucleus.Sphericity.mean","TVC.Nucleus.Sphericity.SD","TVC.Nucleus.Volume.frac.min","TVC.Nucleus.Volume.frac.max","TVC.Nucleus.Volume.frac.mean","TVC.Nucleus.Volume.frac.SD","nATM","nTVC","ATMgroup.Ellipticity..oblate.","ATMgroup.Ellipticity..prolate.","ATMgroup.Sphericity","TVCgroup.Ellipticity..oblate.","TVCgroup.Ellipticity..prolate.","TVCgroup.Sphericity","TVC.Volume","ATM.Volume"
"BMP.slide1_image19.2020_11_04",0,0.219755799973988,1,0.518556214993283,0.222530385883827,0,0,0,0,-0.952961066069144,0.995078394503632,0.621904311796995,0,0,0,0,0.0776366864920558,0.168534746120969,0.110411869683971,0.0295203979817514,0,0.268739638284724,1,0.534595866907313,0.220095197390775,0,0,0,0,-0.878433712505389,0.988054093383994,0.594971535470968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25002,0.465575,0.404472857142857,0.0715943654077809,0.180193,0.367076,0.276248142857143,0.0622147177347091,0.0638203,0.156368,0.106441414285714,0.0323882950007884,0.302059,0.553655,0.431131857142857,0.074341148133517,0.0683713060495699,0.226743875339267,0.142857142857143,0.0618214628429212,0.434527,0.543164,0.463437428571429,0.0364663416081969,0.302867,0.421189,0.382698,0.0393157747602664,0.602144,0.637917,0.623524714285714,0.0148566255557836,0.0978828206906714,0.193927880558687,0.142857142857143,0.0368433974535383,0,7,0,0,0,0.289506,0.575304,0.587231,1,0
"BMP.slide1_image2.2020_11_05",0,0.0787730573218961,0.319201110146276,0.164781483831765,0.0701064425828306,0.717733690212774,1,0.884668503931693,0.102905624033193,-0.990277972725126,0.997744410901948,0.587990167189529,0.0384362508485038,0.0384362508485038,0.0384362508485038,0,0.0280367238461348,0.0436884271583707,0.0390515374636303,0.00572547704390359,0,0.087806601484196,0.312328684172349,0.167563978442724,0.0614118198117681,0.726193874657504,1,0.872932514438446,0.10087222725065,-0.967602230729179,0.993586650877605,0.566973355424013,0.0720023,0.0720023,0.0720023,0,0.856479,0.856479,0.856479,0,0.146437,0.146437,0.146437,0,0.290641,0.290641,0.290641,0,0.39644094631463,0.39644094631463,0.39644094631463,0,0.575118,0.575118,0.575118,0,0.278194,0.278194,0.278194,0,0.61694,0.61694,0.61694,0,0.310840729938358,0.310840729938358,0.310840729938358,0,0.305888,0.621929,0.422680166666667,0.107948644948265,0.21246,0.528457,0.345572,0.120309824584695,0.176892,0.355605,0.247575833333333,0.0627894031932671,0.431651,0.47991,0.459715833333333,0.0213237271828043,0.04824151667153,0.151807319814447,0.100593175614228,0.0401066558404003,0.304431,0.555258,0.392160166666667,0.119081057757171,0.178458,0.435442,0.30042,0.102993717740452,0.612129,0.668491,0.638028166666667,0.0187764105240236,0.0776812373968264,0.171318028760066,0.114859878343607,0.0334328211547492,1,6,0.0707919,0.853148,0.488633,0.496715,0.262124,0.592745,0.601490370458722,0.398509629541278
"BMP.slide1_image20.2020_11_05",0,0.211637715761064,1,0.521038877232887,0.224691487484548,0,0,0,0,-0.988518723298077,0.997225522457245,0.606694659525859,0,0,0,0,0.0755098390842232,0.159168986581611,0.106927258554786,0.0280254668305964,0,0.264178101771495,1,0.527918286416626,0.216750761020097,0,0,0,0,-0.977851122697919,0.995682393436355,0.577721241101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20765,0.439871,0.332789428571429,0.0752236248458713,0.259959,0.618943,0.370804857142857,0.137443456470202,0.125633,0.830323,0.288622857142857,0.246986907336825,0.365002,0.514945,0.460391142857143,0.0544857244160602,0.0437435805840906,0.233205557318642,0.142857142857143,0.0618459807580148,0.327816,0.490335,0.388391714285714,0.0620261003334196,0.370301,0.580972,0.490803142857143,0.0758893365641238,0.626385,0.649351,0.638537714285714,0.00781443874534584,0.0880354038248775,0.249635413689165,0.142857142857143,0.0563919145464191,0,7,0,0,0,0.303441,0.524519,0.65733,1,0
"BMP.slide1_image21.2020_11_05",0.607943346809189,0.119392800422324,0.266398426560439,0.190963560578321,0.0555678192220742,0.326945440345175,1,0.676031379373572,0.244530121402549,-0.377838036327604,0.893963248113798,0.436747087395526,0.0734606792568768,0.0890969749631085,0.0837349292811041,0.00890060388277081,0.0465631412955572,0.0765678290369534,0.0618667876113457,0.0141214747697628,0.596451313794163,0.130170280877524,0.247421109253653,0.191998555503602,0.0423404118036535,0.310199187894213,1,0.635835792664081,0.249661538470699,-0.184960016056732,0.852415483214391,0.365226455961546,0.145448,0.423936,0.327353666666667,0.157635481235455,0.447275,0.813838,0.574151,0.207694124936167,0.0975582,0.13733,0.115751733333333,0.0201007794280056,0.435788,0.563199,0.494996,0.0641800066142097,0.18839546963105,0.29711136357414,0.234803677900155,0.0560747843087468,0.246321,0.555848,0.435115333333333,0.165608072823559,0.251339,0.542476,0.378032,0.14919464364715,0.640016,0.665426,0.651099,0.0130119052025443,0.154554459646466,0.291352254628058,0.201308563321932,0.0779993620222686,0.260703,0.535877,0.3944445,0.143630391246653,0.200852,0.465035,0.2973825,0.119083798272477,0.154793,0.317724,0.2274105,0.0786882238902366,0.465907,0.547656,0.512743,0.0353236308533914,0.0383183450504255,0.115980499449792,0.0738972415748837,0.0374945576642242,0.338601,0.394599,0.366265,0.0260100371267196,0.412713,0.56674,0.49935925,0.0641860112660851,0.635985,0.649757,0.642955,0.00762713703386359,0.0658702740280425,0.13590392373169,0.0990185775085511,0.0290831764829627,3,4,0.0883735,0.592925,0.590651,0.664747,0.207462,0.750557,0.28951375123192,0.71048624876808
"BMP.slide1_image24.2020_11_05",0,0.0933139675935307,0.299805701730366,0.158914450790192,0.059898477106682,0.707231791051369,1,0.86772220318313,0.102005033971358,-0.983100358778737,0.997741401055964,0.567280354273977,0.0493999394165666,0.0493999394165666,0.0493999394165666,0,0.0248355237618606,0.0522014730319174,0.0405729771751679,0.00899401265337351,0,0.107145925567218,0.318838342862565,0.173930761452092,0.061714856514843,0.685363331014354,1,0.851437650563819,0.111666572710681,-0.956388844503358,0.99512097078736,0.552694855540485,0.126526,0.126526,0.126526,0,0.731881,0.731881,0.731881,0,0.117443,0.117443,0.117443,0,0.414232,0.414232,0.414232,0,0.402114915287821,0.402114915287821,0.402114915287821,0,0.378124,0.378124,0.378124,0,0.465387,0.465387,0.465387,0,0.647526,0.647526,0.647526,0,0.299990205582212,0.299990205582212,0.299990205582212,0,0.237497,0.403466,0.323792666666667,0.0638917388608783,0.196896,0.420555,0.308723833333333,0.100268818408151,0.172667,0.226536,0.197958166666667,0.0196589537098663,0.471411,0.523245,0.499646333333333,0.0192848876342764,0.0610956444230021,0.149846768683736,0.0996475141186965,0.0353430590652916,0.253361,0.55112,0.390744,0.113540826405307,0.207959,0.42151,0.337526,0.0782533286167432,0.634805,0.66473,0.649637833333333,0.0134659902185716,0.0680928312438346,0.172932775166316,0.116668299069631,0.0421276730579223,1,6,0.124844,0.721808,0.627183,0.454728,0.401408,0.762741,0.59910423532403,0.40089576467597
"BMP.slide1_image25_left.2020_11_05",0,0.0795218248740106,0.269385556758191,0.164374333911387,0.0501834392089974,0.779509185150034,1,0.892756376332018,0.0939567570059123,-0.770309570531158,0.967663181280153,0.466579978422587,0.0477603888420789,0.0477603888420789,0.0477603888420789,0,0.0321962185943164,0.0526214337271918,0.0414090696017936,0.00790350319662784,0,0.090411502076118,0.272486848375745,0.173119061794446,0.0507067652858427,0.783458540664471,1,0.891974601241614,0.0944005905180317,-0.808144553296413,0.966325670153316,0.459748776895973,0.293364,0.293364,0.293364,0,0.485452,0.485452,0.485452,0,0.204362,0.204362,0.204362,0,0.354708,0.354708,0.354708,0,0.235293913455385,0.235293913455385,0.235293913455385,0,0.344664,0.344664,0.344664,0,0.534617,0.534617,0.534617,0,0.64167,0.64167,0.64167,0,0.217471329566362,0.217471329566362,0.217471329566362,0,0.303239,0.514862,0.415522166666667,0.0841440644167292,0.151739,0.427443,0.283830333333333,0.101888711821608,0.190029,0.377217,0.2561475,0.0708675430327594,0.374738,0.54187,0.490012666666667,0.0602824605060764,0.0678185103254585,0.194247617414983,0.127451014424102,0.0584348861165882,0.284614,0.423104,0.3345665,0.0602637960926791,0.407137,0.663266,0.565306333333333,0.113905731170414,0.612649,0.654937,0.636028666666667,0.0151946324557939,0.0960730414294129,0.183106078786424,0.130421445072273,0.0406277598772738,1,6,0.293876,0.4783,0.545666,0.553446,0.299401,0.713676,0.76590346816626,0.23409653183374
"BMP.slide1_image28_left.2020_11_05",0.140895681980805,0.105736830611998,0.166063515373036,0.127433251450392,0.0250050821594275,0.649639348315132,1,0.798527925324978,0.119085717056701,-0.1459686415795,0.776671859253347,0.355850749051346,0.0334571453814268,0.0550451666717602,0.0431433275897909,0.0109632348029283,0.0297630438525112,0.0390077027736427,0.0348943827948476,0.00465036183807234,0.17428466958786,0.124121911068502,0.196510307422768,0.143515013124465,0.0291148198709324,0.591208219833494,1,0.782271180015431,0.138123442514439,-0.209915281749093,0.786186568781515,0.373941466901259,0.320571,0.453019,0.375501333333333,0.0690525806638198,0.303346,0.536939,0.458608666666667,0.13446323046221,0.0900772,0.307825,0.1684184,0.121038272497091,0.419793,0.535507,0.489333666666667,0.0612940180550543,0.163307746077466,0.262004930965383,0.213144709983917,0.0493558415616234,0.331633,0.611461,0.470498333333333,0.139925789264643,0.257605,0.558932,0.403629333333333,0.150877618732313,0.611997,0.644775,0.63075,0.0168927442708401,0.154996528679218,0.287008332344604,0.201221090437206,0.0743685640724659,0.389853,0.548337,0.4706475,0.087430350460619,0.252817,0.328781,0.2785645,0.034154924530244,0.153854,0.209033,0.17636825,0.0268164168172533,0.496752,0.515029,0.50854975,0.00807467499345946,0.057872844275922,0.116521628864224,0.0901414675120619,0.0268835866868428,0.197919,0.469951,0.345716,0.114922359144482,0.295105,0.495356,0.3839545,0.0843743743265691,0.631254,0.667231,0.65083175,0.0152560859850531,0.0747109288455597,0.126758420742874,0.0990841821720953,0.0261762483138971,3,4,0.162729,0.683552,0.725937,0.684405,0.170755,0.696622,0.360181168079849,0.639818831920151
"BMP.slide1_image6.2020_11_05",0.622748523881642,0.129965988171051,0.236316792620588,0.172113957990459,0.0565016477470379,0.408040460755335,1,0.721900859681459,0.271844811221515,-0.421399075288077,0.866746024023659,0.729923789236853,0.0546811285230382,0.0647877754541679,0.059734451988603,0.00714647858006001,0.0484456664421627,0.0703466283036698,0.0571233069093608,0.0116365993285462,0.653138583336343,0.149908618323324,0.260893490980354,0.192100001989757,0.0600846444229537,0.417649588075762,1,0.730219231990745,0.270916475585992,-0.366859896665576,0.845147021738343,0.689090961380109,0.0911873,0.126488,0.10883765,0.024961364350632,0.648505,0.765244,0.7068745,0.0825469385289364,0.1225,0.134409,0.1284545,0.0084209346571506,0.402703,0.462494,0.4325985,0.0422786215539249,0.277394818713849,0.391657192973466,0.334526005843658,0.0807956996734507,0.40451,0.465852,0.435181,0.0433753441715452,0.260929,0.472552,0.3667405,0.149640058355041,0.63156,0.647028,0.639294,0.0109375276913935,0.234785006479936,0.30532994432458,0.270057475402258,0.0498828039283311,0.257497,0.561611,0.416294,0.152504472226227,0.252691,0.670833,0.443477666666667,0.211455984964563,0.16678,0.333002,0.235093666666667,0.0869731081561038,0.4631,0.502697,0.485996,0.020512535703808,0.0546764612902673,0.145656312549931,0.110315996104228,0.0487686070498155,0.280239,0.60521,0.435169333333333,0.163011592656269,0.247027,0.666577,0.428193,0.215548081104889,0.618782,0.637869,0.630861666666667,0.0105059419536438,0.0665821027907894,0.259931818484336,0.153295016398494,0.0982025923219991,2,3,0.0459063,0.647928,0.574266,0.499722,0.337922,0.813062,0.331486880466472,0.668513119533528
"BMP.slide1_image9.2020_11_05",0.427810130755539,0.073840246851,0.323789609655285,0.213471280998362,0.101179637272716,0.516303302375931,1,0.77925250918899,0.181347710179747,-0.675967810825156,0.973717036816364,0.628203385464664,0.0456905511127856,0.0712842150199312,0.0584873830663584,0.018097453304152,0.0376090483894087,0.0516885345716954,0.0419652256757612,0.00653056444720828,0.496721060069479,0.0861961949601583,0.299545998136367,0.196080708397344,0.0839502984386942,0.497967750344297,1,0.770645558830975,0.195330466041703,-0.664045636325502,0.957857376022766,0.619237174250188,0.158721,0.181476,0.1700985,0.0160902148058999,0.56105,0.724048,0.642549,0.115256991119845,0.105554,0.127215,0.1163845,0.0153166399872818,0.439555,0.473002,0.4562785,0.0236506005103465,0.305282365420685,0.384307978166644,0.344795171793665,0.0558795466600896,0.436568,0.561839,0.4992035,0.08857997358602,0.300411,0.422532,0.3614715,0.0863525872252824,0.630814,0.654887,0.6428505,0.0170221815435038,0.26191192991989,0.278930641490945,0.270421285705417,0.012034046358951,0.291386,0.405347,0.3325985,0.0500969889880287,0.35831,0.533271,0.45122825,0.0778013302858634,0.182454,0.341372,0.26612775,0.0675000423030732,0.459358,0.562103,0.529009,0.0477917328485447,0.0430141867637038,0.113437910516962,0.0776024141031675,0.0369792578694789,0.354595,0.469159,0.4112715,0.0492242251572672,0.332492,0.46979,0.381145,0.062335081791877,0.635013,0.6671,0.6490885,0.0145565627925459,0.0832171272521673,0.159457216914977,0.114789357147291,0.0379021474500915,2,4,0.0608006,0.63948,0.591142,0.251755,0.676554,0.712478,0.310546420272214,0.689453579727786
"BMP.slide2_image10_right.2020_11_04",0,0.0656938953528579,0.237382058144685,0.147475659823509,0.0455706491361655,0.797706445176826,1,0.88111072641052,0.0737362171371979,-0.941315418854387,0.985863741644479,0.483659966991135,0.0430319866968897,0.0430319866968897,0.0430319866968897,0,0.0214784177120289,0.0464239104918203,0.0375908987810737,0.0104046208663477,0,0.0849941638721619,0.272747601711836,0.171420235740306,0.052096578059333,0.762244105836431,1,0.858155622268783,0.0878464763844272,-0.855260792662315,0.974331847251619,0.464174262936321,0.159073,0.159073,0.159073,0,0.401167,0.401167,0.401167,0,0.105088,0.105088,0.105088,0,0.430139,0.430139,0.430139,0,0.393702113035466,0.393702113035466,0.393702113035466,0,0.610133,0.610133,0.610133,0,0.235922,0.235922,0.235922,0,0.62776,0.62776,0.62776,0,0.298084202457945,0.298084202457945,0.298084202457945,0,0.280378,0.555754,0.420587666666667,0.124491996225728,0.248933,0.582402,0.389847333333333,0.143878752568497,0.129838,0.291607,0.184945166666667,0.059347088418613,0.42242,0.562311,0.487881666666667,0.0477468756785893,0.0466995247079091,0.143728176522564,0.101049647827422,0.0461211603349037,0.304905,0.437156,0.359985,0.0530356639705774,0.3636,0.537074,0.447996666666667,0.0583589618950395,0.576509,0.653381,0.617518833333333,0.0332163614107064,0.0639249463988255,0.17166346454582,0.116985966257009,0.0454637626757562,1,6,0.155563,0.396179,0.657234,0.650583,0.220669,0.794464,0.607075392602753,0.392924607397247
"BMP.slide2_image10.2020_11_05",0,0.295223971200045,1,0.614868834698975,0.193153321638711,0,0,0,0,-0.908555881512969,0.985904713589537,0.466902231804932,0,0,0,0,0.076897974120177,0.194302984231254,0.147515729726421,0.0391069394210207,0,0.320780414610316,1,0.618950294716318,0.198369582814553,0,0,0,0,-0.98385088848653,0.997326494992474,0.475070564675418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309314,0.487915,0.375186,0.0639509678634082,0.241422,0.5905,0.409264857142857,0.108118449243455,0.221377,0.400188,0.299219428571429,0.0721743502565308,0.381602,0.489679,0.450763142857143,0.0342148323218093,0.024710791127986,0.261620305959644,0.142857142857143,0.0783789732325019,0.268423,0.468749,0.341856714285714,0.0695038375336554,0.382249,0.622529,0.513842,0.0865376796661431,0.522968,0.643735,0.591713571428571,0.0471914190782503,0.03373583349742,0.228402164509476,0.142857142857143,0.0621668738777135,0,7,0,0,0,0.528843,0.313127,0.718546,1,0
"BMP.slide2_image12_left.2020_11_04",0.0942991036370939,0.104963622960381,0.235190558435758,0.158782175973162,0.0573405903124755,0.687290562335512,1,0.817627383646389,0.105793371235113,-0.781599323507531,0.95202345004657,0.580512654039254,0.0408952393569356,0.0432804337179497,0.0420878365374426,0.00168658710712097,0.0429853326227583,0.0554957341816189,0.0468247981394067,0.00583146245412101,0.277950207179899,0.115880653487022,0.228792457013229,0.154284012454002,0.0484530877268407,0.657197982354957,1,0.807240041034159,0.115892636886948,-0.734760511404931,0.938543022593805,0.508279167486211,0.103288,0.117676,0.110482,0.010173852367712,0.7064,0.775209,0.7408045,0.0486553105066652,0.0738732,0.0863362,0.0801047,0.00881267181392794,0.422483,0.435342,0.4289125,0.00909268609927782,0.3318912030924,0.382540465744074,0.357215834418237,0.0358144370830974,0.569744,0.644803,0.6072735,0.0530747278890811,0.181287,0.235284,0.2082855,0.03818164486373,0.626234,0.642689,0.6344615,0.0116354420844246,0.351194955915139,0.352015498858228,0.351605227386683,0.0005802114793131,0.324931,0.444317,0.3824845,0.0547680393082194,0.282294,0.528417,0.365219,0.113599726399318,0.0397184,0.154292,0.096205875,0.0489780616872068,0.533295,0.572381,0.55062875,0.0175367122037361,0.0403661337126249,0.102801850281766,0.0713920827908816,0.0296288199297629,0.273277,0.543646,0.41051325,0.143246069454802,0.207365,0.675358,0.41683,0.237306386677645,0.577962,0.633047,0.61479125,0.0252267035946039,0.0506806352187465,0.121690898124183,0.0741973863066583,0.0331066909746289,2,4,0.0947764,0.77687,0.710417,0.391913,0.459109,0.759506,0.285223577472104,0.714776422527896
"BMP.slide2_image13.2020_11_04",0.251100634967401,0.1046152625418,0.224034243323706,0.159384547892565,0.0484696091491923,0.617789859095961,1,0.834306168982147,0.111101713120289,-0.812083937893791,0.954651650421916,0.579265873009408,0.0633273299495308,0.0749896347274308,0.0680044899570204,0.00616420582334523,0.0343707608978339,0.069633576429481,0.0513893959889493,0.0144186361861267,0.281647484898684,0.11518613985786,0.231559046185126,0.173647697818235,0.048846395686262,0.558195378630057,1,0.816441894366944,0.131841234075856,-0.902124157473574,0.976694861610466,0.553695415473425,0.290496,0.491282,0.375858,0.103713775999141,0.36262,0.619407,0.501643,0.129706783373114,0.0999743,0.138643,0.124738766666667,0.0215005951304454,0.472655,0.581038,0.532035666666667,0.054931785191575,0.148030135988948,0.301721331013804,0.217340744969138,0.077945968552485,0.291115,0.322103,0.303228666666667,0.0165633328872342,0.307946,0.546997,0.451099,0.126337331850091,0.649371,0.654873,0.651943,0.00276841543125306,0.149627283269779,0.299080488583018,0.20044011127485,0.0854381120979124,0.364359,0.457933,0.42239175,0.0405688136000631,0.324607,0.439806,0.39396725,0.0520446525295026,0.105359,0.266591,0.18362175,0.0660845485388478,0.487058,0.551212,0.52018225,0.0323603000024722,0.0554852413659318,0.151153478905311,0.0869944412731466,0.0439591365500755,0.29672,0.560597,0.413971,0.1091252468405,0.290712,0.453789,0.38333525,0.0678869159282553,0.631072,0.652245,0.64070825,0.0104424879977587,0.0727766130379958,0.119601684315006,0.0996699165438626,0.0199472892521824,3,4,0.212765,0.589161,0.701554,0.66627,0.216119,0.790435,0.347925451172204,0.652074548827796
"BMP.slide2_image15_left.2020_11_04",0,0.125949253608551,0.366382455226413,0.201498189317425,0.0827014826619654,0.672346361045284,1,0.860483500440978,0.127055087659858,-0.909292530158075,0.988287035748208,0.576857085439447,0.0719430982599826,0.0719430982599826,0.0719430982599826,0,0.0346962398497453,0.0725045836149363,0.0569971096688533,0.0137660491597126,0,0.159158343005073,0.386341669698012,0.224610382694598,0.0785355764009365,0.669774814366712,1,0.844609221215619,0.130999647839538,-0.81480890125216,0.966634109579448,0.524196418529512,0.204987,0.204987,0.204987,0,0.53567,0.53567,0.53567,0,0.0958873,0.0958873,0.0958873,0,0.466176,0.466176,0.466176,0,0.254498265656202,0.254498265656202,0.254498265656202,0,0.278004,0.278004,0.278004,0,0.508493,0.508493,0.508493,0,0.654398,0.654398,0.654398,0,0.201581785339665,0.201581785339665,0.201581785339665,0,0.290693,0.523416,0.3997358,0.083617611226344,0.215043,0.43757,0.3349662,0.0794698748879096,0.0857631,0.26167,0.16371662,0.0638546723789419,0.388799,0.556182,0.4913986,0.0621862793572666,0.0592037278118644,0.293166258226463,0.14910034686876,0.0930458896458982,0.297564,0.462235,0.398817,0.0608031629974955,0.268686,0.634986,0.450463,0.130034633584672,0.592386,0.634668,0.6202566,0.0174099595433189,0.0955224080671052,0.209628112883172,0.159683642932067,0.0523549743970828,1,5,0.198315,0.537967,0.721952,0.250924,0.731952,0.689723,0.746024612857621,0.253975387142379
"BMP.slide2_image2_left.2020_11_05",0.308302447524785,0.10431937568032,0.154033108212673,0.134838678310064,0.0267217768362986,0.42995205298152,1,0.703146549492209,0.202257243635061,0.279390424049843,0.759691976530746,0.248027510168154,0.0544320224019313,0.0720574613702973,0.0638893231110062,0.00888315707242348,0.0229925109395651,0.047002539384138,0.0381881192673797,0.013215900980107,0.328199664123247,0.125195005340151,0.157387668062414,0.140979220934271,0.0161054069195221,0.379637168021684,1,0.678267416153081,0.221942340584605,0.301689876834157,0.651797722920995,0.177387445073399,0.160172,0.483803,0.353088333333333,0.170546303220953,0.377422,0.682187,0.501611,0.160015769950965,0.0904753,0.134107,0.1195231,0.0251562042770765,0.479373,0.521855,0.506717,0.0237259332377043,0.150644579437264,0.331664689315023,0.228583239861594,0.0930923730772844,0.373015,0.542554,0.45528,0.0848804199506576,0.221198,0.460655,0.361741666666667,0.125038902755636,0.637018,0.670024,0.649735,0.0177581079228616,0.15351558382822,0.356414579072962,0.223981177499327,0.114769366470391,0.266364,0.484745,0.398882,0.116426294534353,0.313683,0.698483,0.456754666666667,0.21051748955451,0.105803,0.291029,0.169640666666667,0.105172368967963,0.447812,0.553947,0.510405666666667,0.0555734029040271,0.0416069163915962,0.154402661475048,0.104750093471739,0.057595289973927,0.298834,0.461387,0.392732666666667,0.0841654722931757,0.176121,0.637947,0.403928333333333,0.230975646043762,0.598344,0.648364,0.624546333333333,0.0250951205682167,0.0853035373608681,0.134361826772988,0.109352155834007,0.0245432609160318,3,3,0.0659927,0.636639,0.631273,0.426249,0.44409,0.762291,0.314047640478254,0.685952359521746
"BMP.slide2_image2_right.2020_11_05",0,0.0786729660657005,0.355984931472007,0.188519101949889,0.0784334835624913,0.822353055762513,1,0.907565797677733,0.0682948877715667,-0.942231832092934,0.993358272253633,0.602287282618927,0.0505256397981989,0.0505256397981989,0.0505256397981989,0,0.0327303408497342,0.0596612157159348,0.0415071116027946,0.0100521851792794,0,0.107506510734961,0.362389562814302,0.192017107563296,0.073170076519179,0.814709317315025,1,0.895417502698287,0.0725541859609521,-0.888963588108721,0.990727531774259,0.572272768301042,0.160506,0.160506,0.160506,0,0.530243,0.530243,0.530243,0,0.124546,0.124546,0.124546,0,0.472497,0.472497,0.472497,0,0.393509837722075,0.393509837722075,0.393509837722075,0,0.71149,0.71149,0.71149,0,0.182971,0.182971,0.182971,0,0.633052,0.633052,0.633052,0,0.308374016857064,0.308374016857064,0.308374016857064,0,0.260266,0.516538,0.416005,0.0876201076100686,0.278421,0.401768,0.333252166666667,0.0448215961314037,0.161034,0.217336,0.189831666666667,0.0219837711111326,0.431581,0.54352,0.482378666666667,0.0431926412698583,0.069860104315522,0.147242184164479,0.101081693712987,0.0255617037890944,0.363301,0.50968,0.429537833333333,0.0480744762193689,0.269428,0.441689,0.355364666666667,0.0654293298839799,0.5747,0.663704,0.623106666666667,0.033299718110919,0.0778624211239528,0.186005273152117,0.115270997190489,0.0383721940367994,1,6,0.155526,0.528515,0.725246,0.359951,0.520849,0.703286,0.606730062322511,0.393269937677489
